uid,title,genre,popularity,ranked,score
8245,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,"['Adventure', 'Comedy', 'Sports']",6750,5394.0,6.64
1806,Master Mosquiton '99,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Vampire']",6918,5393.0,6.64
3054,La Seine no Hoshi,"['Adventure', 'Historical', 'Drama', 'Shoujo']",8409,5392.0,6.64
36805,Kirara Fantasia,"['Fantasy', 'Magic']",7132,5391.0,6.64
39769,Kimi ni Sekai,"['Sci-Fi', 'Music', 'Fantasy']",13041,5390.0,6.64
39315,Kekkaishi: Yoshimori no Omoi,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",13482,5389.0,6.64
3935,Karakuri Kiden: Hiwou Senki,"['Action', 'Adventure', 'Mecha', 'Historical']",9269,5388.0,6.64
37045,Imouto sae Ireba Ii. (ONA),['Comedy'],4778,5385.0,6.64
33840,Kabuki-bu!,['School'],3639,5387.0,6.64
2565,Jungle Taitei: Susume Leo!,"['Adventure', 'Shounen']",8361,5386.0,6.64
28351,Hikari no Megami,"['Action', 'Fantasy']",5801,5384.0,6.64
1907,Harukanaru Toki no Naka de: Hachiyou Shou OVA,"['Fantasy', 'Comedy', 'Supernatural', 'Demons', 'Historical', 'Shoujo']",8260,5382.0,6.64
34204,Hibike! Euphonium 2 Specials,"['Music', 'Comedy', 'School']",4037,5383.0,6.64
32561,Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,['Comedy'],2274,5380.0,6.64
1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,"['Fantasy', 'Magic', 'Romance', 'Supernatural', 'Demons', 'Historical', 'Shoujo']",7271,5381.0,6.64
6971,Gegege no Kitarou (1971),"['Adventure', 'Super Power', 'Demons', 'Supernatural']",8807,5378.0,6.64
24695,Gokukoku no Brynhildr: Kara Sawagi,"['Sci-Fi', 'Harem', 'Comedy', 'Ecchi', 'Seinen']",2460,5379.0,6.64
17679,Gambo,"['Action', 'Demons', 'Historical']",5208,5377.0,6.64
4854,Fuuma no Kojirou: Yasha-hen,"['Action', 'Martial Arts', 'Fantasy', 'Shounen']",8466,5376.0,6.64
10260,Eiyuu Densetsu: Sora no Kiseki The Animation,"['Action', 'Adventure', 'Fantasy']",3886,5374.0,6.64
37858,Free! Movie 1: Timeless Medley - Kizuna: Character Butai Aisatsu,['Comedy'],7420,5375.0,6.64
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",4257,5373.0,6.64
33149,Detective Conan: The Internet - The Mysterious E-mail Case,"['Mystery', 'Kids', 'School']",8560,5372.0,6.64
289,Comic Party,"['Comedy', 'Drama']",3603,5370.0,6.64
3028,Cluster Edge Specials,"['Action', 'Fantasy', 'Military', 'Sci-Fi']",9280,5369.0,6.64
2836,Chiisana Viking Vickie,"['Adventure', 'Comedy', 'Historical', 'Kids']",7741,5368.0,6.64
2495,Chance Triangle Session,"['Slice of Life', 'Music', 'Drama']",6220,5367.0,6.64
40256,Cannon Busters,"['Action', 'Sci-Fi', 'Adventure', 'Fantasy', 'Mecha']",3980,5366.0,6.64
2732,Baby Baachan,"['Comedy', 'Drama']",10593,5365.0,6.64
4339,Ashita e Attack!,"['Sports', 'School', 'Drama']",9373,5364.0,6.64
35472,Yuuki Yuuna wa Yuushabu Shozoku 2,"['Slice of Life', 'Comedy', 'Magic', 'Fantasy']",7468,5363.0,6.65
1894,Yu☆Gi☆Oh!: Hikari no Pyramid,"['Adventure', 'Comedy', 'Fantasy', 'Game']",1808,5362.0,6.65
1198,Tsuyokiss,"['Comedy', 'Romance', 'School', 'Slice of Life']",3520,5360.0,6.65
446,Weiß Kreuz Glühen,"['Action', 'Drama', 'Shounen']",4674,5361.0,6.65
7591,Tono to Issho,"['Comedy', 'Historical', 'Parody', 'Samurai', 'Seinen']",6711,5359.0,6.65
916,Tokkou,"['Action', 'Mystery', 'Comedy', 'Horror', 'Police', 'Supernatural', 'Seinen']",2272,5358.0,6.65
15125,Teekyuu,"['Comedy', 'School', 'Shounen', 'Sports']",1914,5357.0,6.65
1005,Star Ocean EX,"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",4211,5356.0,6.65
30790,Yowamushi Pedal: Re:ROAD,"['Drama', 'Shounen', 'Sports']",5190,1847.0,7.47
798,Yomigaeru Sora: Rescue Wings,"['Drama', 'Military', 'Seinen']",4261,1846.0,7.47
8635,Shin Koihime†Musou: Live Revolution,"['Ecchi', 'Music']",6038,5355.0,6.65
6068,Sensei no Ojikan: Doki Doki School Hours OVA,"['Comedy', 'School']",8163,5354.0,6.65
183,Whistle!,"['School', 'Shounen', 'Sports']",4190,1845.0,7.47
12015,Tiger & Bunny Movie 1: The Beginning,"['Action', 'Super Power', 'Comedy', 'Mystery']",3303,1844.0,7.47
21497,Sengoku Musou SP: Sanada no Shou,"['Action', 'Historical', 'Samurai']",5810,5353.0,6.65
2555,Shoukoushi Cedie,"['Slice of Life', 'Drama', 'Shoujo']",7257,1843.0,7.47
5277,Sekirei: Pure Engagement,"['Action', 'Harem', 'Comedy', 'Super Power', 'Ecchi']",636,1842.0,7.47
1060,Oruchuban Ebichu,"['Comedy', 'Ecchi', 'Seinen']",2330,1841.0,7.47
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,"['Comedy', 'Seinen', 'Sports']",5182,1840.0,7.47
39705,One Punch Man 2nd Season Specials,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Super Power', 'Supernatural', 'Seinen']",2361,1839.0,7.47
21033,Seikoku no Dragonar,"['Comedy', 'Ecchi', 'Fantasy', 'School']",779,5352.0,6.65
2680,One Piece: Straw Hat Theater,"['Adventure', 'Fantasy', 'Shounen']",3061,1838.0,7.47
1165,Sakura Taisen: Ouka Kenran,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",6331,5351.0,6.65
27787,Nisekoi:,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",243,1837.0,7.47
14575,Minami-ke Omatase,"['Comedy', 'Slice of Life']",3172,1836.0,7.47
3468,Maria-sama ga Miteru Specials,"['Drama', 'Romance', 'School', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",4840,1835.0,7.47
76,Mahou Shoujo Lyrical Nanoha,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",1325,1834.0,7.47
33106,Love Live! μ's Final Love Live! Opening Animation,['Music'],5838,1833.0,7.47
9023,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,['Comedy'],3695,1831.0,7.47
389,Karas,"['Action', 'Sci-Fi', 'Super Power', 'Fantasy']",1789,1830.0,7.47
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,['Comedy'],6992,1832.0,7.47
2204,Karakurizoushi Ayatsuri Sakon,"['Mystery', 'Horror', 'Thriller', 'Shounen']",4603,1829.0,7.47
2330,Jibaku-kun,"['Adventure', 'Fantasy', 'Comedy']",4496,1828.0,7.47
5998,Hottarake no Shima: Haruka to Mahou no Kagami,['Fantasy'],4763,1827.0,7.47
31665,Hibike! Euphonium: Kakedasu Monaka,"['Drama', 'Music', 'School']",2389,1826.0,7.47
31158,Hetalia: The World Twinkle Specials,"['Comedy', 'Historical', 'Parody']",5639,1825.0,7.47
134,Gunslinger Girl,"['Action', 'Psychological', 'Military', 'Drama', 'Sci-Fi']",762,1824.0,7.47
4189,Fuyu no Sonata,"['Drama', 'Romance']",3297,1823.0,7.47
38027,Free!: Dive to the Future Episode 0,"['School', 'Slice of Life', 'Sports']",5805,1821.0,7.47
6291,Full Metal Panic! The Second Raid Episode 00,"['Action', 'Military', 'Adventure', 'Mecha']",2453,1822.0,7.47
40251,Cyborg 009: The Cyborg Soldier - Kami no Ubugoe,"['Action', 'Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",11551,5371.0,6.64
12715,The Hakkenden: Shin Shou,"['Action', 'Adventure', 'Historical', 'Demons', 'Martial Arts', 'Samurai', 'Shounen']",8179,5463.0,6.63
13053,Aimai Elegy,['Music'],7411,5469.0,6.62
17689,Chironup no Kitsune,['Drama'],10591,5476.0,6.62
2953,Egao,"['Music', 'Slice of Life', 'Kids']",4153,5567.0,6.6
1839,Jagainu-kun,"['Adventure', 'Fantasy', 'Kids', 'Shoujo', 'Slice of Life']",9127,5571.0,6.6
15781,Puchimas!: Petit iDOLM@STER Episode 0,"['Comedy', 'Music', 'Slice of Life']",6430,5591.0,6.6
3410,Sky Girls Specials,"['Comedy', 'Mecha', 'Military', 'Sci-Fi']",6682,5597.0,6.6
901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1068,1820.0,7.47
35849,Darling in the FranXX,"['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",100,1819.0,7.47
33929,Boku no Hero Academia: Sukue! Kyuujo Kunren!,"['Action', 'Comedy', 'School', 'Shounen', 'Super Power']",1306,1818.0,7.47
10479,Beelzebub Specials,"['Action', 'Comedy', 'Supernatural', 'Demons', 'School', 'Shounen']",3549,1817.0,7.47
28405,Ansatsu Kyoushitsu: Deai no Jikan,"['Action', 'Comedy', 'School', 'Shounen']",1559,1816.0,7.47
12149,AKB0048,"['Music', 'Sci-Fi']",1904,1815.0,7.47
181,Vandread: The Second Stage,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",2050,1814.0,7.48
35645,Uta no☆Prince-sama♪ Maji Love Kingdom Movie,"['Comedy', 'Harem', 'Music', 'Romance', 'Shoujo']",5242,1813.0,7.48
1919,Urusei Yatsura OVA,"['Sci-Fi', 'Adventure', 'Comedy']",6272,1812.0,7.48
2014,Taiho Shichau zo: Second Season,"['Action', 'Comedy', 'Police', 'Shounen']",4906,1811.0,7.48
17705,DD Hokuto no Ken (2013),"['Parody', 'Seinen']",7149,5611.0,6.59
1072,Sweat Punch,"['Action', 'Historical', 'Fantasy', 'Mecha']",2499,1810.0,7.48
25,Sunabouzu,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Sci-Fi', 'Shounen']",1112,1809.0,7.48
3433,Go-Q-Choji Ikkiman,"['Sci-Fi', 'Sports']",10830,5619.0,6.59
10338,Honto ni Atta! Reibai Sensei,"['Comedy', 'School', 'Shounen', 'Supernatural']",5209,5622.0,6.59
5233,Slayers Evolution-R,"['Adventure', 'Comedy', 'Fantasy']",2783,1808.0,7.48
17233,Jib,"['Kids', 'Drama', 'Fantasy']",11406,5623.0,6.59
8713,Akai Ito,"['Drama', 'Romance', 'Slice of Life']",7816,5655.0,6.58
34751,Blood Lad: Kanketsu Kinen,"['Music', 'Shounen', 'Vampire']",3856,5658.0,6.58
38787,Senryuu Shoujo,"['Comedy', 'School', 'Shounen', 'Slice of Life']",1329,1807.0,7.48
3674,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,"['Comedy', 'Parody', 'School']",3767,1806.0,7.48
36022,Cardfight!! Vanguard G: Z,"['Action', 'Game', 'Shounen']",6577,5659.0,6.58
31070,Etotama Specials,"['Action', 'Comedy', 'Fantasy']",5290,5663.0,6.58
438,Phantom The Animation,"['Action', 'Drama', 'Shounen']",4088,5682.0,6.58
3800,Arrow Emblem Grand Prix no Taka,"['Cars', 'Sports', 'Drama']",8928,5693.0,6.57
33146,Detective Conan: Let's Try a Curious Experiment!,['Mystery'],9339,5700.0,6.57
1754,Di Gi Charat Summer Special 2000,['Comedy'],7689,5750.0,6.5600000000000005
33148,Detective Conan: Let's Experience the Jomon Period!,"['Historical', 'Kids']",9388,5749.0,6.5600000000000005
6511,Chou Seimeitai Transformers Beast Wars Neo,"['Action', 'Adventure', 'Space', 'Mecha', 'Shounen']",8126,5747.0,6.5600000000000005
125,Futakoi,"['Comedy', 'Romance', 'School']",2598,5800.0,6.55
2319,Freedom Previsited,"['Action', 'Adventure', 'Sci-Fi']",7308,5799.0,6.55
1178,Detonator Orgun,"['Action', 'Sci-Fi', 'Mecha']",6130,5797.0,6.55
3355,Fortune Dogs,['Adventure'],10206,5798.0,6.55
660,Denshin Mamotte Shugogetten,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shounen']",7070,5795.0,6.55
32407,Clockwork Planet,"['Fantasy', 'Sci-Fi']",995,5794.0,6.55
36500,Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,['Comedy'],7124,5793.0,6.55
37422,Cinderella Girls Gekijou 3rd Season,"['Comedy', 'Slice of Life']",6179,5792.0,6.55
39227,Captain Tsubasa no Koutsuu Anzen,"['Kids', 'Sports']",12059,5791.0,6.55
35118,Bleach Colorful!: Gotei Juusan Yatai Daisakusen!,"['Comedy', 'Shounen']",4579,5790.0,6.55
10516,Anemone,"['Magic', 'Supernatural', 'Drama']",6659,5789.0,6.55
9548,Alps no Shoujo Heidi: Alm no Yama-hen,"['Slice of Life', 'Historical', 'Drama']",9126,5788.0,6.55
36637,Akashic Re:cords,"['Game', 'Fantasy']",9169,5787.0,6.55
4744,Akaneiro ni Somaru Saka,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']",919,5786.0,6.55
40394,Zenonzard: The Animation,['Action'],10183,5784.0,6.5600000000000005
39094,Toaru Majutsu no Index-tan III,['Comedy'],6262,5782.0,6.5600000000000005
33341,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,"['Sci-Fi', 'Adventure']",3838,5781.0,6.5600000000000005
2628,"The☆Doraemons: Strange, Sweets, Strange?",['Fantasy'],10156,5780.0,6.5600000000000005
34943,T7S Longing for Summer Again and Again: Harukaze,"['Music', 'School']",10365,5779.0,6.5600000000000005
1960,Sore Ike! Anpanman,"['Comedy', 'Kids', 'Fantasy']",8374,5778.0,6.5600000000000005
9924,Shukufuku no Campanella: La Campanella Della Benedizione,"['Comedy', 'Ecchi', 'Fantasy']",5760,5776.0,6.5600000000000005
10109,Softenni,"['Comedy', 'Sports', 'Ecchi', 'School']",3226,5777.0,6.5600000000000005
9220,Seikimatsu Occult Gakuin Specials,"['Comedy', 'Supernatural', 'School']",4540,5775.0,6.5600000000000005
7697,Sangokushi Dainibu Choukou Moyu,"['Action', 'Historical']",11633,5774.0,6.5600000000000005
20155,Ro-Kyu-Bu! SS Recap,"['Ecchi', 'Comedy', 'School', 'Sports']",6828,5773.0,6.5600000000000005
10810,Pucca 2,"['Action', 'Comedy', 'Parody', 'Romance']",5929,5771.0,6.5600000000000005
17913,Redial,['Music'],7370,5772.0,6.5600000000000005
6609,Pucca,"['Comedy', 'Parody', 'Romance']",4649,5770.0,6.5600000000000005
761,Naruto: Akaki Yotsuba no Clover wo Sagase,"['Adventure', 'Comedy', 'Shounen']",1673,5767.0,6.5600000000000005
12663,Patalliro! Stardust Keikaku,"['Adventure', 'Comedy', 'Romance', 'Shoujo', 'Shounen Ai']",9891,5769.0,6.5600000000000005
1328,One Pound Gospel,"['Sports', 'Comedy', 'Romance', 'Seinen']",7139,5768.0,6.5600000000000005
38397,Nande Koko ni Sensei ga!?,"['Comedy', 'Ecchi', 'School', 'Seinen']",956,5766.0,6.5600000000000005
10671,Morita-san wa Mukuchi.,"['Comedy', 'School', 'Slice of Life']",3247,5765.0,6.5600000000000005
30384,Miss Monochrome The Animation 2,"['Music', 'Slice of Life', 'Comedy']",3537,5764.0,6.5600000000000005
2980,Kuusou Kagaku Sekai Gulliver Boy,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mecha']",9636,5761.0,6.5600000000000005
6368,Legend of Regios,['Magic'],4715,5763.0,6.5600000000000005
1456,L/R: Licensed by Royal,"['Action', 'Adventure', 'Police', 'Mystery']",6767,5762.0,6.5600000000000005
34501,Kenka Banchou Otome: Girl Beats Boys,"['Action', 'Martial Arts', 'School', 'Shoujo']",2059,5759.0,6.5600000000000005
3609,Kikou Kantai Dairugger XV,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha', 'Shounen']",8281,5760.0,6.5600000000000005
34502,Inazma Delivery,"['Action', 'Sci-Fi', 'Comedy']",10609,5758.0,6.5600000000000005
23787,Hi☆sCoool! SeHa Girls,"['Comedy', 'Game']",4373,5757.0,6.5600000000000005
2067,Gekiganger 3: The Movie,"['Action', 'Comedy', 'Mecha', 'Parody', 'Sci-Fi', 'Shounen']",6668,5756.0,6.5600000000000005
3381,Fushigi no Umi no Nadia Omake Gekijou,"['Sci-Fi', 'Adventure']",7035,5754.0,6.5600000000000005
28673,Duan Nao,"['Thriller', 'Mystery', 'Sci-Fi']",5947,5752.0,6.5600000000000005
1704,Eat-Man,"['Action', 'Adventure', 'Sci-Fi', 'Shounen', 'Super Power']",5116,5753.0,6.5600000000000005
2485,Doku Tenshi no Shippo,"['Fantasy', 'Magic', 'Comedy', 'Romance']",8660,5751.0,6.5600000000000005
31573,Brave Beats,"['Adventure', 'Music']",6691,5745.0,6.5600000000000005
1185,Battle Athletess Daiundoukai,"['Action', 'Comedy', 'Ecchi', 'Sci-Fi', 'Shounen', 'Space', 'Sports']",6181,5744.0,6.5600000000000005
10689,Appleseed XIII Remix Movie 1: Yuigon,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Police']",6712,5743.0,6.5600000000000005
34800,Action Heroine Cheer Fruits,"['Comedy', 'School', 'Slice of Life']",4286,5742.0,6.5600000000000005
20987,Yozakura Quartet: Yoza-Quar!,['Comedy'],4876,5741.0,6.57
471,To Heart 2,"['Comedy', 'Drama', 'Harem', 'Romance', 'School', 'Slice of Life']",3467,5739.0,6.57
2282,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,['Historical'],9796,5738.0,6.57
4183,Uchuu Taitei God Sigma,"['Action', 'Space', 'Mecha']",10346,5740.0,6.57
1044,Taiyou no Ouji: Horus no Daibouken,"['Adventure', 'Drama', 'Magic']",5416,5737.0,6.57
2290,Superflat Monogram,"['Adventure', 'Fantasy']",5210,5736.0,6.57
17821,Stella Jogakuin Koutou-ka C³-bu,"['Military', 'School', 'Sports']",1993,5735.0,6.57
35510,Seizei Ganbare! Mahou Shoujo Kurumi,"['Magic', 'Parody']",9260,5733.0,6.57
3735,Ryuuseiki Gakusaver,"['Action', 'Sci-Fi', 'Space', 'Comedy', 'Parody', 'Mecha', 'School']",9808,5732.0,6.57
34941,Queen's Blade: Unlimited,"['Action', 'Adventure', 'Ecchi', 'Fantasy']",5178,5731.0,6.57
36424,Princess Principal: Ange Report,"['Action', 'Mystery']",5807,5730.0,6.57
612,PetoPeto-san,"['Comedy', 'Demons', 'Romance', 'School']",5602,5728.0,6.57
5957,Nyoro-n Churuya-san,['Comedy'],2785,5726.0,6.57
17157,Nozoki Ana,"['Comedy', 'Drama', 'Ecchi']",2358,5725.0,6.57
39701,Nanatsu no Taizai: Kamigami no Gekirin,"['Action', 'Adventure', 'Supernatural', 'Magic', 'Fantasy', 'Shounen']",654,5724.0,6.57
38297,"Maou-sama, Retry!","['Action', 'Adventure', 'Fantasy']",1247,5722.0,6.57
8560,"Kyou, Koi wo Hajimemasu","['Romance', 'School', 'Shoujo']",2733,5720.0,6.57
4439,Kurenai Sanshirou,"['Action', 'Martial Arts', 'Sports']",9321,5719.0,6.57
32214,Koukaku no Pandora,"['Action', 'Comedy', 'Ecchi', 'Sci-Fi']",2294,5718.0,6.57
34884,Keijo!!!!!!!! Specials,"['Comedy', 'Ecchi', 'Shounen', 'Sports']",3998,5716.0,6.57
10076,Kämpfer für die Liebe,"['Action', 'Comedy', 'Ecchi', 'Shoujo Ai', 'Super Power']",1951,5715.0,6.57
30237,Hyakka Ryouran: Samurai After Specials,['Ecchi'],5078,5712.0,6.57
8101,HenSemi,"['Comedy', 'Ecchi', 'Seinen']",2898,5710.0,6.57
20391,Hidamari Sketch: Chou Hidamatsuri Special,['Comedy'],7477,5711.0,6.57
5250,God Mazinger,"['Action', 'Fantasy', 'Mecha']",8440,5709.0,6.57
33720,Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,"['Military', 'School']",6305,5708.0,6.57
37859,Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,['Comedy'],7548,5707.0,6.57
21599,Fight Ippatsu! Juuden-chan!! OVA,"['Sci-Fi', 'Comedy', 'Ecchi']",7670,5706.0,6.57
34208,Escha Chron,"['Sci-Fi', 'Music', 'Slice of Life']",5371,5704.0,6.57
7364,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,"['Action', 'Adventure', 'Magic', 'Fantasy', 'Shounen']",9052,5703.0,6.57
1733,eX-Driver: Nina & Rei Danger Zone,"['Action', 'Sci-Fi', 'Cars']",6862,5705.0,6.57
11385,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",3382,5701.0,6.57
23711,Kakumei no Wakaki Sora,"['Drama', 'Historical']",10784,5713.0,6.57
8546,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken","['Comedy', 'Sci-Fi', 'Shounen']",9389,5702.0,6.5600000000000005
6205,Kämpfer,"['Action', 'Comedy', 'Ecchi', 'Romance', 'School', 'Shoujo Ai', 'Super Power']",519,5714.0,6.57
37106,Kitsune no Koe,['Music'],3859,5717.0,6.57
1810,Kyoushirou to Towa no Sora,"['Drama', 'Magic', 'Romance', 'Shounen']",2331,5721.0,6.57
34475,Monster Strike: Rain of Memories,"['Action', 'Game', 'Fantasy']",8088,5723.0,6.57
31797,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials","['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",3581,5727.0,6.57
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,"['Adventure', 'Fantasy']",4110,5729.0,6.57
2419,Spirit of Wonder: China-san no Yuuutsu,"['Romance', 'Sci-Fi', 'Seinen']",6723,5734.0,6.57
31202,Chibi Maruko-chan Movie: Italia kara Kita Shounen,"['Slice of Life', 'Comedy', 'Kids', 'School']",11020,5746.0,6.5600000000000005
7377,Fuyu no Sonata Episode 0,"['Drama', 'Romance']",6380,5755.0,6.5600000000000005
4387,UFO Robo Grendizer tai Great Mazinger,"['Mecha', 'Sci-Fi']",8637,5783.0,6.5600000000000005
39590,Africa no Salaryman (TV),"['Slice of Life', 'Comedy']",3892,5785.0,6.55
37017,Kensaku to Enjin no ABC Days,['Kids'],15092,12649.0,5.12
38509,Kensaku Shounen,['Music'],15942,12648.0,4.5
21099,Kenji no Trunk,"['Kids', 'Fantasy']",12674,12646.0,6.38
27837,Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,['Sports'],13187,12647.0,6.0
35243,Ken-chan to Bouen Kazoku,"['Kids', 'Drama']",15517,12645.0,7.25
32420,Ken-chan,"['Music', 'Kids']",15356,12644.0,5.29
29433,Ken to Kaijuu,"['Kids', 'Magic', 'Fantasy']",14830,12643.0,5.59
34667,Kemy Tamheomdae,"['Adventure', 'Kids']",15454,12642.0,5.12
34665,Kemy Lang Buka Chaka,"['Adventure', 'Kids']",15320,12641.0,5.0
36679,Kekkonshiki no Tori Movie,['Music'],15413,12639.0,3.8
34919,Kekkon wo Iwau Usagi to Tora,"['Comedy', 'Parody']",15091,12638.0,4.25
37359,Kekkero Ke,['Comedy'],12043,12637.0,4.84
34666,Kemy,['Kids'],15414,12640.0,5.2
40347,Kekkaishi,"['Demons', 'Supernatural', 'Fantasy', 'Shounen']",15953,12636.0,4.58
35695,Keito no Yousei: Knit to Wool,"['Kids', 'Fantasy']",14919,12635.0,4.92
35272,Ki wo Tsukeyou: Douro wa Kiken ga Ippai!,['Kids'],15906,12675.0,6.58
22499,Kitty to Mimmy no Happy Birthday,"['Kids', 'Fantasy']",13793,12725.0,5.93
29543,Kitty to Daniel no Suteki na Christmas,['Kids'],14754,12723.0,6.73
35032,Kitty to Mimmy no Atarashii Kasa,['Kids'],15321,12724.0,5.63
29549,Kitty to Daniel no Odoru Santa-san no Himitsu,"['Kids', 'Fantasy']",14753,12722.0,6.18
30407,Kitsutsuki: The Ten Hole Stories,['Dementia'],13945,12721.0,4.67
26327,Kitsune to Budou,"['Drama', 'Kids']",14302,12720.0,6.54
26233,Kitsune no Kan Chigai,"['Drama', 'Kids']",15276,12719.0,7.14
32693,Kitakaze to Taiyou,['Kids'],13944,12718.0,4.93
34037,Kitakaze no Kureta Table-kake,"['Fantasy', 'Historical']",15224,12717.0,5.0
38164,"Kiss made, Ato 1 Byou.","['Romance', 'School', 'Shoujo']",11924,12716.0,7.0
34114,Kiraware Mono no Rasu,"['Drama', 'Fantasy']",15918,12715.0,6.9
36586,Kinyoubi no Yakusoku,['Drama'],14441,12714.0,5.61
35169,Kintarou no Koutsuu Anzen,"['Fantasy', 'Kids']",15876,12713.0,6.33
39310,Kinnikuman no Koutsuu Anzen,"['Kids', 'Martial Arts']",14545,12711.0,7.25
10759,Kintarou,['Drama'],12714,12712.0,6.41
35696,Konigiri-kun,['Kids'],14704,12775.0,5.13
16263,Konchuu Tsurezuregusa,"['Kids', 'Slice of Life']",12641,12774.0,6.28
17669,Kunimatsu-sama no Otoridai,"['Comedy', 'School', 'Sports']",12547,12824.0,6.07
5809,Kupu~!! Mamegoma!,['Kids'],10766,12825.0,6.57
34201,Kuni-chan no Ikka Ranran,"['Slice of Life', 'Drama']",15051,12823.0,7.0
40194,Kung Fu Liaoli Niang,"['Action', 'Ecchi', 'Martial Arts', 'Fantasy']",14724,12822.0,5.78
38505,Kunchi,['Dementia'],15293,12821.0,3.92
31007,Kumori Nochi Hare,"['Drama', 'Kids']",15387,12820.0,7.58
34744,Kumo no Gakkou,"['Slice of Life', 'Drama']",15151,12819.0,6.63
39155,Kuma-san no My Home,['Kids'],16264,12817.0,5.83
39407,Kuma-chan no Koutsuu Anzen,['Kids'],16256,12816.0,6.2
23699,Kumo ni Noru,"['Action', 'Seinen']",12490,12818.0,5.27
36350,Kuma no Nuigurumi,"['Music', 'Kids']",15455,12814.0,5.09
11197,Kuma no Puutarou,['Comedy'],13946,12815.0,5.97
29712,Learn to Love,['Dementia'],13851,12875.0,6.21
36866,LayereD Stories Zero,"['Game', 'Sci-Fi']",11981,12874.0,5.84
39431,Larva Island Season 2,"['Comedy', 'Kids']",15497,12873.0,6.25
38446,Larva Island,"['Comedy', 'Kids']",14629,12872.0,5.93
30099,Lao Fu Zi Zhi Xiao Shui Hu Chuan Qi,"['Comedy', 'Seinen']",14158,12871.0,5.87
3828,Maegami Tarou,['Adventure'],13171,12925.0,6.03
38870,Madonna no Yuuwaku,['Dementia'],16165,12923.0,4.45
30873,Madou King Granzort: Nonstop Rabi,"['Action', 'Fantasy', 'Magic', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",13578,12924.0,6.75
37721,Mado (Music),"['Kids', 'Music']",15242,12922.0,5.4
36667,Machibouke (2017),"['Music', 'Kids']",15177,12921.0,4.02
36821,Machibouke,"['Music', 'Kids']",15710,12920.0,4.15
30057,Mabeobsa-ui Adeul Cory,"['Adventure', 'Comedy', 'Fantasy']",15226,12918.0,6.2
